Event #	Event Year	Event Day	Loss
920000858	159	325	60524.51846
410000824	159	326	70521.09106
410000825	159	335	36938.39254
410000826	159	335	105484.0614
920000859	159	337	694451.1808
920000860	159	341	459391.2499
920000861	160	5	28392.80523
410000827	160	6	50072.92378
410000828	160	8	370535.1604
410000829	160	8	273456.3496
410000830	160	14	141574.5584
920000862	160	118	1830308.03
920000863	160	195	227176.542
920000865	160	256	4257444.486
920000866	160	304	30992.79849
920000867	160	313	5537.959242
920000868	160	330	284.6144797
410000831	160	331	164621.9213
910000831	160	331	13265.48597
410000832	160	337	520685.9205
410000833	160	339	463254.1673
920000869	160	342	56448.88062
410000834	160	343	8877006.541
410000835	160	344	28354.07305
410000836	160	356	13253.75282
410000837	160	364	7436432.083
410000838	161	9	33467.98348
410000839	161	11	12580.80471
410000840	161	12	334966.758
410000841	161	14	23404772.41
410000842	161	26	129422.2048
410000843	161	28	17998.15698
410000844	161	53	189134.7497
410000845	161	58	648836.9308
410000846	161	61	16737.50103
410000847	161	64	13867.0539
410000848	161	86	2962533.869
410000849	161	312	17159.68959
920000870	161	316	6583074.685
410000850	161	360	18402.00091
920000871	162	6	5327.236323
410000851	162	17	37658.61465
410000852	162	27	24871.59176
410000853	162	34	228475.0946
920000872	162	44	39005.76516
410000854	162	69	161050.7532
920000873	162	96	35583.18594
920000874	162	226	7135.504646
920000875	162	347	326303.4404
920000876	163	3	395.4880118
920000877	163	5	1078.888351
920000878	163	27	1796804.066
920000879	163	34	48459.34275
920000880	163	64	6937.552832
920000881	163	217	150522.491
920000882	163	237	76071.4035
920000884	163	283	680438.4553
920000885	163	350	76058.33611
410000855	163	356	197887.2646
410000856	163	360	11320460.14
410000857	163	360	684401.3704
410000858	164	5	17423.75024
410000859	164	7	2145823.045
410000860	164	14	364287.0713
410000861	164	15	29146.79392
410000862	164	16	108697.3225
410000863	164	17	937726.9851
410000864	164	22	490828.3344
410000865	164	37	13653.77587
410000866	164	50	12711.24208
410000867	164	60	12661.68023
410000868	164	74	174569.6609
410000869	164	291	1093837.387
410000870	164	293	22981.9948
410000871	164	296	2450632.637
410000872	164	308	27551.4276
410000873	164	311	853840.8426
410000874	164	312	397181.4358
920000886	164	314	18010.66384
410000875	164	329	40063.75971
410000876	164	331	395904.077
920000887	164	333	16652.10969
410000877	164	344	15820.22741
410000878	164	346	1335995.242
910000878	164	346	12589.54025
410000879	164	348	9973685.746
920000888	164	351	15335.75681
920000889	164	356	11407.32271
920000890	165	50	152.293836
920000891	165	344	3975.355206
410000880	165	347	21052.34814
410000881	166	12	68661.80385
410000882	166	24	15495.69143
410000883	166	26	14182.67657
410000884	166	35	519819.5127
410000885	166	58	28091.07295
410000886	166	80	818389.2238
920000892	166	193	1995.227839
920000893	166	207	7743.598785
920000894	166	260	39783.19559
920000895	166	287	87005.53009
920000896	167	8	1741.202937
410000887	167	33	22764.2266
410000888	167	68	7377902.46
920000897	167	238	795.6130562
920000898	167	242	49398.5552
920000899	167	245	40748.368
920000901	167	279	2281.728024
920000902	167	280	79718.08766
920000903	167	298	3776.68126
410000889	167	311	220455.7007
410000890	167	315	256824.2317
410000891	167	334	396362.7039
410000892	167	351	363654.4915
910000892	167	351	13960.75378
410000893	168	6	585528.3515
920000904	168	20	13141.91404
410000894	168	30	291175.1661
410000895	168	30	15395.09493
410000896	168	32	183567.9818
410000897	168	32	3688763.3
920000905	168	37	6474.224311
410000898	168	43	12792800.65
410000899	168	45	3016181.002
410000900	168	54	53043.5393
920000906	168	271	12874.20553
920000907	168	277	23601.47324
410000901	168	316	682187.1862
920000908	168	332	254287.5857
410000902	168	333	27397.71912
920000909	168	336	7973.22785
410000903	168	347	1673522.692
410000904	168	351	15013.16988
410000905	168	363	501943.5517
410000906	169	2	74259.35883
410000907	169	3	2759578.547
410000908	169	10	288943.6554
410000909	169	21	65579.79907
410000910	169	25	13248866.19
410000911	169	26	1740552.49
410000912	169	29	724318.5077
410000913	169	31	15384.21432
410000914	169	45	24558.36692
410000915	169	47	323186.2738
410000916	169	54	255176.4311
410000917	169	54	1231790.958
410000918	169	55	66459.93974
410000919	169	57	1770468.839
910000919	169	57	14519.23173
410000920	169	58	221711.0411
920000910	169	79	87195.94655
920000911	169	147	2736.434073
920000912	169	291	2955.514296
920000913	169	307	1171137.879
920000914	169	309	14098248.15
920000915	169	315	50859.1653
920000916	169	332	932901.9824
920000917	169	334	1049082.251
920000918	169	347	28437920.61
410000921	170	10	40945.06028
410000922	170	32	190894.9455
410000923	170	39	303038.8431
410000924	170	43	741143.5379
410000925	170	45	1923857.136
410000926	170	68	3610373.958
410000927	170	69	15927.1195
920000920	170	96	161195.9885
920000921	170	284	1134370.281
920000922	170	288	896434.987
920000923	171	6	12972.73871
410000928	171	55	17704.38852
920000924	171	131	43349.94413
410000929	171	278	55187.01411
410000930	171	306	15263.81088
410000931	171	325	79847.54835
910000931	171	325	13212.33275
920000926	171	331	39246.88806
920000927	171	339	1404024.82
410000932	171	348	717393.6545
410000933	172	15	179220.6355
920000928	172	25	74998.38667
410000934	172	26	234404.0713
410000935	172	27	137200.8359
410000936	172	31	21957.80337
410000937	172	48	210293.068
410000938	172	51	37700.00099
920000929	172	60	127217.6136
920000930	172	144	8303572.96
920000931	172	197	18372.26321
920000932	172	225	3087.266971
920000933	172	265	81755.39067
410000939	172	285	4658384.488
410000940	172	319	15565.64094
410000941	172	326	1442117.465
410000942	172	328	1233844.052
410000943	172	332	589114.9902
410000944	172	333	3236891.279
920000934	172	334	317339.2273
410000945	172	336	176039.5572
410000946	172	337	509092.2726
410000947	172	343	12017735.92
410000948	172	345	314921.7025
410000949	172	355	12615.41006
410000950	172	360	2005829.855
410000951	172	360	951274.2068
410000952	173	8	476919.3793
410000953	173	9	2565668.19
920000935	173	16	5983.857367
410000954	173	19	1247213.18
920000936	173	22	2124718.562
410000955	173	31	14483129.5
410000956	173	34	5477463.532
410000957	173	34	14384555.08
410000958	173	35	46404856.83
410000959	173	42	53158.52476
920000937	173	76	18790.33051
920000938	173	151	6824.461422
920000939	173	242	12103.83002
410000960	173	281	1276662.711
410000961	173	292	3944798.242
410000962	173	292	325835.2732
920000940	173	295	32436.67656
920000941	173	304	51059.30483
920000942	173	308	59140.15214
410000963	173	320	239753.4748
410000964	173	332	1670096.841
910000964	173	332	13500.25259
410000965	174	14	133695.8088
410000966	174	15	15121.5439
920000943	174	26	124673.3712
410000967	174	35	16070.9585
410000968	174	54	419008.316
410000969	174	58	123893.0374
410000970	174	64	6144404.222
920000944	174	68	40478.8178
920000945	174	316	15773.78183
410000971	174	335	21512.51659
410000972	174	359	1851358.6
410000973	174	362	226618.3266
410000974	174	362	4159726.503
920000946	175	5	2253132.177
410000975	175	7	28926.41284
410000976	175	11	11013228.67
920000947	175	15	29139.78138
410000977	175	22	2097054.12
410000978	175	24	5885568.368
410000979	175	30	1492385.189
410000980	175	33	15817.18449
410000981	175	39	17584.20509
920000948	175	47	5246.087175
410000982	175	53	494008.0116
410000983	175	53	2898145.77
410000984	175	58	341742.9349
410000985	175	60	3042052.767
920000949	175	62	123896.3612
410000986	175	87	115113.6914
410000987	175	276	45063.1225
410000988	175	279	87210.57202
410000989	175	342	21730.31639
410000990	175	342	13711.22802
920000950	176	90	14102.60358
920000951	176	202	2012.023726
920000952	176	216	20376.5739
920000954	176	283	7898.458681
920000956	176	344	1218908.968
920000957	176	354	237148.3931
410000991	177	28	119368.0795
920000958	177	40	48572.75783
920000959	177	254	5485.782234
410000992	177	290	28515.00851
410000993	177	293	19694.00275
920000961	178	69	360.4142758
410000994	178	73	936995.5624
920000962	178	218	1504476.519
410000995	178	297	19312.40588
920000965	178	353	91060.91286
410000996	178	357	22749.26435
920000966	179	15	814015.6386
920000967	179	42	16039.9679
410000997	179	291	22049.98781
920000969	179	319	29468.15229
920000970	180	13	12531.78308
920000971	180	20	360214.1484
410000998	180	21	26046394.28
410000999	180	36	14383.99319
410001000	180	51	13355.19011
920000972	180	52	68.22247895
410001001	180	53	16360.30967
410001002	180	89	5080058.48
920000973	180	168	86082.3595
920000974	180	184	10132.1927
920000975	180	281	332827.5563
920000976	180	286	658817.9184
920000977	180	289	2882004.173
920000978	180	349	425.0593189
920000979	181	4	3918.134829
920000980	181	85	3041.862236
920000981	181	189	11457.85161
920000982	181	251	526195.9891
920000983	181	260	86131.52861
920000984	181	264	511055.1996
920000985	181	277	20859.92622
920000986	182	9	2644.299308
920000987	182	13	24713.15346
920000988	182	16	116091.9436
920000989	182	346	2421696.67
410001003	182	361	29135.95881
920000990	183	81	10070.46908
920000991	183	113	4068.317496
920000992	183	177	67842.28825
920000993	183	266	25512.2777
920000994	183	271	235252.6626
920000995	183	282	26099507.8
920000996	184	240	659969.7398
920000997	184	257	48654.80256
920000998	184	263	457792.9237
920000999	184	340	567072.7623
920001000	184	349	5091.726169
410001004	185	48	16684.65833
920001001	185	58	1005934.687
920001002	185	72	31263.93874
410001005	185	75	20967.41387
920001003	185	309	2496.505087
410001006	185	315	13882.61997
920001004	185	319	56326.48807
920001005	185	344	298916.7128
920001006	185	355	2718.452311
410001007	186	2	25686.38922
410001008	186	26	463091.9248
920001007	186	127	2343.380041
920001008	186	130	2395.835212
920001009	186	143	2214246.285
920001010	186	234	18622.66924
920001011	186	261	13157.393
920001013	186	320	4536106.932
410001009	186	331	18161.76193
410001010	186	361	20304.54419
920001014	187	22	333656.5835
410001011	187	75	19078.37901
920001015	187	307	49405.34711
410001012	187	365	57206.39902
920001016	188	14	97.7702107
410001013	188	15	196984.1229
410001014	188	85	16417.58919
920001018	188	185	25.12865735
920001019	188	261	2485055.554
920001020	188	290	67909.99166
920001022	188	296	2858352.019
410001015	188	311	32927.29366
410001016	188	326	115391.8454
920001023	188	327	898401.2155
920001024	188	333	331426.4355
410001017	188	344	519846.6365
410001018	188	352	39808.28364
410001019	188	354	16275.35729
410001020	188	359	12595.45809
410001021	189	1	27386.00225
410001022	189	14	6223220.005
410001023	189	49	1513801.374
920001025	189	67	363.9934477
410001024	189	275	75407.02695
920001026	189	332	12406.66196
920001027	189	339	12526.48152
410001025	189	345	16821.3913
410001026	189	361	22705.57516
920001028	190	2	6170612.884
920001029	190	18	248672.7708
920001030	190	22	73007.06325
920001031	190	38	23269.78584
920001032	190	66	189400.9806
920001033	190	251	308.388136
920001034	190	255	23020.03226
920001035	190	265	6793.804226
920001036	190	301	462318.3978
410001027	191	63	22713.22552
920001037	191	219	21512.09912
920001038	191	222	31358.30188
410001028	191	281	153776.8856
410001029	191	298	514731.1864
410001030	191	315	39493.54697
410001031	191	359	15013.75004
410001032	192	54	19305.76815
920001039	192	232	2281.196634
920001040	192	329	212054.2102
920001041	192	349	4567.200302
920001042	193	27	40865.09613
920001043	193	51	41928.33216
920001044	193	69	148735.4512
920001045	193	186	23610.97775
920001046	193	236	5114.848042
920001047	193	260	1143.998151
920001048	193	262	497022.0159
410001033	193	358	36969.98014
410001034	194	1	14210.79508
410001035	194	1	379244.9306
410001036	194	5	19752.77332
410001037	194	30	80634.7545
410001038	194	294	14843.44461
410001039	194	296	37521.68465
410001040	194	309	35809.61327
410001041	194	313	12727.16872
410001042	194	319	80524.01928
410001043	194	325	91278.50051
410001044	194	332	11369409.8
410001045	194	339	473082.6229
410001046	194	359	388372.3886
410001047	194	360	8466227.923
410001048	194	365	263143.6791
410001049	195	6	1178947.659
410001050	195	13	240051.5939
410001051	195	19	14007.10012
920001049	195	19	1871687.88
410001052	195	26	2699868.832
410001053	195	29	89773.6985
410001054	195	37	42842.9963
410001055	195	43	65526.63562
920001050	195	103	2906.719024
920001051	195	330	32485.75302
920001052	195	352	59850.53123
920001053	195	358	191995.1453
410001056	196	10	383135.9508
920001054	196	17	471549.8607
410001057	196	33	37875999.59
410001058	196	42	682505.1614
410001059	196	45	603855.4387
410001060	196	48	196389.6987
410001061	196	65	8428881.454
410001062	196	69	14913.83682
410001063	196	76	44911.23468
410001064	196	88	243530.831
410001065	196	89	640318.1538
410001066	196	89	24601.92456
920001055	196	178	61221.75155
920001056	196	190	589167.1945
920001057	196	291	70894.98559
920001058	196	296	13046.47453
410001067	196	302	22748.64032
410001068	196	310	17051.20641
920001059	196	315	42978.13484
920001061	197	236	979.1398881
410001069	197	277	225545.5929
920001062	197	281	200564.8656
410001070	197	292	18032.93882
410001071	197	295	38933.70458
410001072	197	299	123833.4677
410001073	197	305	63167.96123
410001074	197	308	311081.4471
920001063	197	335	1322427.179
410001075	197	340	223052.4147
410001076	197	342	12438.6329
410001077	197	355	797162.1016
410001078	197	356	1253054.152
410001079	197	356	16297242.92
410001080	197	358	87444.07805
410001081	197	359	75587.43159
410001082	197	359	29890.24899
410001083	197	363	5580640.842
410001084	197	364	309734.1485
410001085	198	7	34564.91254
410001086	198	8	766905.626
410001087	198	29	51768.37495
410001088	198	30	33830.56324
410001089	198	35	5256497.97
410001090	198	36	21030053.64
410001091	198	49	29809.65732
920001064	198	218	3124.584812
410001092	198	357	20901.49243
410001093	199	35	101007.2488
920001065	199	84	6168.193663
920001066	199	118	11050.82764
920001067	199	274	5167740.968
410001094	199	277	12425.79888
920001068	199	279	4382820.812
920001069	199	286	4640.356234
410001095	199	320	21826.37701
920001070	199	332	1153769.741
920001071	199	338	110273.5566
410001096	199	341	3055132.852
910001096	199	341	13294.08737
920001072	199	341	798626.4028
920001073	200	84	441357.9918
920001074	200	271	43546.43896
920001075	200	295	2345627.716
920001076	200	300	13940656.82
410001097	200	302	20680.6722
410001098	200	303	20839.32699
920001077	200	311	57878.96083
920001078	200	321	5332322.625
920001079	200	326	671391.4128
920001080	200	350	30842.51674
410001099	200	353	15406.95177
920001081	200	360	529150.8462
410001100	201	21	1231106.721
410001101	201	23	1146462.163
920001082	201	127	3368.597249
920001083	201	221	801991.9107
920001084	201	225	110775.9125
920001085	201	226	49945.00123
410001102	201	289	17043.7718
410001103	201	324	67449.07938
410001104	201	335	75599.17638
410001105	201	337	625840.1244
410001106	201	348	5662264.029
410001107	201	352	507138.8962
410001108	201	354	12280916.17
410001109	201	360	196634.8757
410001110	202	5	15306.65333
410001111	202	14	44849.25654
410001112	202	15	3137826.57
920001087	202	29	352.637975
410001113	202	36	16224.73043
410001114	202	38	169339.0649
410001115	202	38	2792746.801
910001115	202	38	13120.16981
410001116	202	51	1313151.154
410001117	202	79	14557.80787
410001118	202	291	32325.04291
920001088	202	298	560.8957005
920001090	202	303	607484.1295
410001119	202	355	57172.76383
410001120	203	3	333675.1497
920001091	203	13	311478.327
920001092	203	96	2017.837826
920001093	203	153	1819.566924
920001094	203	196	3030.779593
920001095	203	234	17.3361367
920001096	203	334	926752.2935
920001097	203	335	4906792.846
410001121	203	365	4201441.373
920001098	204	17	25876541.24
410001122	204	18	252849.4863
410001123	204	24	6661693.976
920001099	204	24	100451.2897
920001100	204	139	822071.588
920001101	204	253	357534.6194
920001102	204	286	4952.121515
920001103	204	310	123.6108015
920001104	204	320	7807784.629
920001105	204	325	2264919.539
920001106	204	332	1276211.465
920001107	204	347	96821.03526
920001108	205	7	110749.1731
920001109	205	296	50355.82108
410001124	205	313	119127.8086
410001125	205	315	76708.28675
920001110	205	322	430580.8989
920001111	205	324	295141.0685
920001112	205	331	16849.7503
410001126	205	342	13833868.9
410001127	205	343	3022312.834
410001128	205	344	174179.3508
410001129	205	347	11329610.21
410001130	205	351	982189.2732
920001113	205	353	14372.18389
410001131	205	355	13361.28977
410001132	205	359	4444094.679
410001133	205	364	32067.65765
410001134	206	22	27716.44295
410001135	206	23	1005161.259
410001136	206	26	26778840.95
410001137	206	30	190349.0928
920001114	206	31	47961.97654
410001138	206	35	26758.31123
920001115	206	88	80125.70192
920001116	206	265	685.3958065
410001139	206	353	144141.15
920001117	207	5	65283.33753
410001140	207	302	76951.43144
410001141	207	308	983305.3271
410001142	207	326	93387.80898
410001143	207	335	15112.14162
410001144	207	354	279377.6376
410001145	207	364	466512.4309
920001120	208	74	1281.379474
410001146	208	278	87584.0011
920001122	208	282	40.46032591
410001147	208	283	44882.07671
410001148	208	301	90434.04707
410001149	208	307	23417.93255
410001150	209	17	50940.35058
410001151	209	22	9271588.306
410001152	209	35	158609.7407
410001153	209	41	13151.50731
410001154	209	41	29552.61759
410001155	209	332	21352.38458
410001156	210	84	194189.5147
410001157	210	85	19882.71966
920001123	210	243	616.8888181
920001124	210	252	1547627.953
920001125	210	278	1482.774606
920001126	210	304	9358.079928
920001127	210	333	220326.6112
920001128	210	359	636084.5569
920001129	211	44	12552.18288
920001130	211	56	1566.997409
920001131	211	288	2065679.981
410001158	211	359	26561.54902
410001159	212	3	925415.6002
920001132	212	20	1482152.629
920001133	212	66	1665.439836
920001134	212	133	34193.1842
920001135	212	186	18118.37538
920001136	212	314	159.4426181
410001160	212	315	21289.01684
920001137	212	318	78836.07228
920001138	212	333	7488294.549
920001139	212	356	2175837.164
410001161	213	33	191187.074
920001140	213	235	564.7372256
920001141	214	23	7364.465098
920001142	214	26	36414.41372
920001143	214	39	85065.71131
410001162	214	52	19166.2854
920001144	214	118	2470657.736
920001145	214	162	26014.1443
920001146	214	193	8860.601164
920001147	214	265	5806975.148
920001148	214	277	1477851.573
920001149	214	282	2257673.105
920001150	214	320	15431.33975
920001151	214	328	25741.14487
920001152	214	337	29792.23679
410001163	214	356	175757.1722
410001164	214	357	304653.2203
410001165	215	21	166829.9868
920001153	215	39	363000.4373
920001154	215	49	161860.3743
920001155	215	76	35024.03623
920001156	215	275	3122780.606
920001157	215	290	443708.3951
920001158	215	301	2284908.898
410001166	215	302	176380.6393
410001167	215	304	1350538.386
920001159	215	304	22478189.7
920001160	215	315	145460.0239
410001168	215	316	87762.70953
410001169	215	327	301773.9605
920001161	215	331	44474.24913
920001162	215	334	498737.4443
920001163	215	339	14085239.26
410001170	215	341	23590.89014
410001171	215	343	14562.10066
410001172	215	343	192141.3043
920001164	215	344	4727560.237
410001173	215	345	16358.5481
410001174	215	364	11308444.61
920001165	216	19	17013.60887
410001175	216	25	1473051.321
410001176	216	26	14962488.03
920001166	216	53	670.527032
920001167	216	59	10034.65371
410001177	216	70	232160.7329
410001178	216	74	13212.20706
920001168	216	139	1298.634589
920001169	216	206	376970.6873
920001170	216	244	2919.120004
920001171	216	256	25614.95718
920001172	216	278	16775.20353
410001179	216	289	21075.72347
920001173	216	350	1223.899742
920001174	216	355	25284.36156
920001175	217	7	28274.0256
410001180	217	32	58244.02234
410001181	217	45	366514.9007
410001182	217	62	24803.4376
410001183	217	75	14265643.95
410001184	217	75	329736.348
410001185	217	81	14599.23938
920001176	217	163	63921.44885
920001177	217	232	10507808.19
920001178	217	258	1108271.618
920001179	217	313	3957608.368
920001180	217	321	303405.22
920001181	218	6	516440.5702
920001182	218	19	972542.8178
920001183	218	32	999.1452819
410001186	218	52	20022.98623
410001187	218	81	18624.06978
920001184	218	240	37411.91652
410001188	218	282	98389.47621
410001189	218	290	79863.17636
410001190	218	293	375004.609
410001191	218	308	12530.4046
920001185	218	312	1373569.492
920001186	219	26	61798.38001
920001187	219	276	62013.09341
410001192	220	51	17984.6419
920001188	220	59	15487.92662
920001189	220	229	445917.9398
920001190	220	273	18847.30989
920001191	220	281	1142091.331
920001192	220	317	105.123645
410001193	220	323	17392.11312
920001193	221	233	4433.077622
920001194	221	237	124300.402
410001194	221	296	302316.1175
920001195	221	307	52813.94368
410001195	221	312	53612.11676
920001196	221	319	39261.66347
920001197	221	323	45100.65836
920001198	221	335	12724642.86
410001196	221	347	20706.08458
920001201	222	278	884.3053051
920001202	222	312	3012341.714
920001204	223	6	3475810.976
410001197	223	15	160772.0577
410001198	223	16	105968.5499
410001199	223	36	12638.08862
920001205	223	46	1376.912861
410001200	223	57	12983.73913
920001206	223	269	3702.483886
920001207	223	301	373348.6911
920001208	223	313	42229.07083
920001209	223	317	1642785.908
920001210	223	324	511271.4441
410001201	223	352	23948.38235
410001202	224	83	18332.25511
920001211	224	241	34793.74397
410001203	224	287	1214038.118
920001212	224	317	1637.683023
920001213	225	13	662229.7318
410001204	225	17	525064.2158
410001205	225	22	43207.92803
410001206	225	27	1184893.048
920001214	225	75	37167.92364
920001215	225	230	3324.724758
920001216	225	242	146646.1198
920001217	225	308	7959.911128
920001218	225	327	330564.5151
920001219	226	13	651.9275853
410001207	226	48	12767.30275
410001208	226	84	105865.388
410001209	226	86	1037740.519
410001210	226	88	137105.1728
920001220	226	170	12058.01184
920001221	226	257	1258.953798
410001211	226	279	30813.24148
410001212	226	362	28101.71191
920001222	227	3	66070.22915
410001213	227	67	17090.0672
920001223	227	284	213987.0814
920001224	227	351	69760.51383
410001214	227	359	17365.42698
410001215	227	360	23503.56019
920001225	228	15	2729.850769
410001216	228	32	30361.15952
920001227	228	89	18593056.61
920001228	228	213	4548.817766
920001230	228	249	2145.783858
920001231	228	275	299.8779812
410001217	228	283	17932.00417
920001232	228	307	7251.860571
410001218	228	335	126864.4976
410001219	228	353	124462.0574
410001220	228	363	147663.5492
410001221	229	4	42589.02191
920001233	229	4	785377.6152
920001234	229	11	1015586.502
410001222	229	72	21022.77178
920001235	229	130	2360413.737
920001236	229	200	1888.351775
920001237	229	290	1033806.083
920001238	229	305	369153.6903
920001239	229	315	1823432.259
920001240	229	322	15750609.26
920001241	229	328	1165969.23
920001242	229	331	9034432.93
410001223	229	337	18262.25415
920001243	229	345	1685696.758
920001244	229	356	2711.335104
410001224	229	364	13565.73733
410001225	230	7	22488.40124
410001226	230	31	76312.64622
410001227	230	56	16887.25779
920001245	230	267	15541.25498
410001228	230	281	1167129.006
410001229	230	299	24547.3947
920001246	230	302	30207.81249
410001230	230	305	14181.76806
920001247	230	311	782248.273
920001248	230	324	914871.7018
410001231	230	335	33435.11923
920001249	230	336	601152.0623
410001232	230	342	25590.82848
410001233	230	345	16000.40131
920001250	230	357	97991.13732
410001234	231	1	41446.3334
410001235	231	5	3503642.726
410001236	231	10	337076.4904
410001237	231	17	8074220.244
410001238	231	18	222774.5841
410001239	231	20	79620.99568
410001240	231	22	30149.14255
410001241	231	34	585001.0397
920001251	232	2	44381.12052
920001252	232	13	5256880.212
410001242	232	55	30501.61643
920001253	232	232	106609.7986
920001254	232	244	580.3956375
920001255	232	248	91041.42668
920001256	232	292	2769322.479
920001257	232	309	4663784.378
920001258	232	325	6266894.377
920001259	232	329	30084704.95
920001260	232	334	181509.2773
920001261	232	346	75719.2563
920001262	233	6	11053.26242
920001263	233	8	725129.0601
410001243	233	29	16972.86222
920001264	233	30	13062.99018
920001265	233	148	29653.90602
920001266	233	219	943852.4083
920001267	233	264	4052.056439
920001268	233	291	468021.707
920001269	233	309	188880.0933
920001270	233	315	2929.387282
410001244	234	10	538512.0959
920001271	234	19	20617.40719
920001272	234	25	22412848.59
410001245	234	73	23653.61277
920001273	234	83	109754.166
920001274	234	257	77516.33002
920001275	234	260	146953.082
920001276	234	299	12774.20213
920001277	234	305	9622.228169
920001278	234	311	2951426.72
920001279	234	322	160182.2165
920001280	235	28	8882.116244
410001246	235	46	219522.3117
410001247	235	81	445477.2999
410001248	235	83	78815.89334
920001281	235	96	740217.0772
920001282	235	98	210724.1207
920001283	235	197	44615.80496
920001285	235	298	228680.995
920001286	235	309	27687.67777
920001287	235	340	3672.777029
920001288	235	356	10315.14068
920001289	235	358	259774.2659
920001290	236	10	211813.557
920001291	236	73	2276.354113
410001249	236	82	35927.06772
920001292	236	155	1239.417038
920001293	236	198	33484.44986
920001294	236	209	6214.952624
920001295	236	324	432.8767831
920001296	236	345	5765.040774
920001297	237	5	473935.7928
920001299	237	19	16271725.69
410001250	237	62	19053.12339
920001300	237	77	1597.198782
920001301	237	185	9131.212114
920001302	237	210	36.11091197
920001303	237	231	38044.877
920001304	237	234	9405954.814
920001305	237	260	335563.2453
410001251	237	287	16723.2578
920001306	237	305	299.9605671
920001307	237	313	17051.22101
410001252	237	345	36479.78914
920001308	237	350	618958.3701
410001253	238	9	89570.31415
920001309	238	11	461276.3809
410001254	238	14	12849.94177
410001255	238	19	362205.7722
410001256	238	25	351088.355
410001257	238	28	35027.1361
410001258	238	62	14084.26165
410001259	238	70	81970.57131
920001310	238	249	48524.86978
920001311	238	279	418566.0475
920001312	238	282	1481535.822
920001313	238	315	315942.513
920001314	238	321	262810.0319
920001315	238	346	38247.03804
410001260	239	13	195479.5961
410001261	239	17	2658887.036
910001261	239	17	14629.13159
410001262	239	26	22565.95244
920001317	239	100	454.2095255
920001319	239	305	362.1354907
410001263	240	24	410467.548
920001320	240	39	387485.1304
410001264	240	42	446162.1176
410001265	240	72	24935.89998
920001321	240	187	7066.46255
920001322	240	262	103034.1662
920001323	240	312	12341258.03
410001266	240	316	21310.14969
920001324	240	328	86858.13435
920001325	240	330	48573.72339
410001267	241	44	20317.48216
920001326	241	74	150168.6071
410001268	241	330	18787.90113
920001328	241	333	743.1614195
920001329	241	355	283623.2206
920001330	242	17	662.76892
920001331	242	48	26445.0594
920001332	242	52	16936.34035
920001333	242	168	1093331.659
920001334	242	265	4601801.219
920001335	242	283	689.3862694
920001336	242	302	545201.1931
410001269	242	351	587528.206
410001270	242	351	561754.202
920001337	242	351	10318.65085
920001338	242	354	24653.47583
410001271	243	39	41273.41332
920001339	243	61	3594.82635
410001272	243	298	17905.26573
410001273	243	302	17673.01365
920001341	243	304	13602.97745
920001343	243	322	55089.3028
410001274	244	13	25418.43004
410001275	244	56	18332.04438
920001344	244	64	279176.5309
410001276	244	71	20698.12287
920001345	244	126	9392022.299
920001346	244	184	2300118.429
920001347	244	276	286559.6565
410001277	244	279	13397.04452
410001278	244	287	14746.86088
410001279	244	299	44707.90279
410001280	244	309	1225995.755
920001348	244	313	3617.979396
920001349	244	330	50533.17533
920001350	244	333	102390.7793
410001281	244	350	157478.61
410001282	244	364	23569.93466
410001283	245	4	149387.036
920001351	245	74	2534.222791
920001353	245	325	1774115.513
920001354	245	338	3189.934878
920001355	246	13	63837.25247
920001356	246	37	437294.0854
410001284	246	50	18947.7816
920001357	246	291	297851.0214
410001285	246	292	13821.15338
920001358	246	302	21410.00252
410001286	246	313	17800.83917
920001359	246	323	208086.053
410001287	247	1	192143.3161
410001288	247	7	22341.47045
410001289	247	15	3117038.112
410001290	247	24	2727375.698
920001360	247	40	5304.478489
920001361	247	48	28155.18142
920001362	247	241	6331261.912
920001363	247	255	50025.55771
920001364	247	274	697.4076371
410001291	247	300	14776.4604
410001292	247	300	13024.02158
410001293	247	303	12267.01722
920001365	247	348	43500.21448
920001367	248	18	405709.8947
920001368	248	28	170597.9362
410001294	248	44	26373.16284
410001295	248	53	812903.6143
920001369	248	53	1806024.849
920001370	248	117	725676.8552
920001371	248	196	4696.222935
920001372	248	212	49693.97374
410001296	248	298	23661.05839
920001374	248	307	3.404848175
410001297	248	362	22558.09951
920001375	249	19	93964.61073
410001298	249	36	13804.02228
920001376	249	98	419371.8785
920001377	249	147	7047.936085
920001378	249	248	89836.00609
410001299	249	278	405990.7958
410001300	249	280	342827.8787
410001301	249	289	474673.056
410001302	249	320	36033.50854
410001303	249	321	20628.09124
920001379	249	334	141028.5501
410001304	250	6	26815099.5
910001304	250	6	16543.9239
410001305	250	9	1063320.471
410001306	250	40	17554.92074
410001307	250	70	19031.17201
920001382	250	110	794786.828
920001383	250	179	77829.4845
920001384	250	193	451806.7978
920001385	250	254	1235137.933
920001386	250	277	1022937.492
410001308	250	291	68152.24765
920001387	250	298	11116.02057
920001388	250	329	98206.15503
410001309	251	27	86151.36096
410001310	251	45	19369.76288
920001389	251	160	432.7712583
920001390	251	256	48211.46609
920001391	251	293	214957.6363
920001392	251	300	46355.80929
920001393	251	310	463385.3858
410001311	251	333	21018.6025
410001312	251	339	21130.24946
410001313	251	359	23828.47536
920001394	252	24	625972.7672
410001314	252	293	15463.89629
